loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,interest_rate,inflation_rate,season_of_application,loan_status
3530,2, Not Graduate, Yes,4600000,18400000,2,555,7700000,2400000,14200000,4200000,5.883782,2.5087607,Summer,approved
3531,3, Not Graduate, Yes,3200000,11100000,6,708,8900000,5700000,8100000,1500000,5.4363995,0.9434096,Summer,approved
3532,1, Not Graduate, Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000,5.9591203,1.7489747,Summer,approved
3533,1, Graduate, Yes,3500000,8100000,10,626,7100000,5500000,7200000,2900000,6.2014537,3.098875,Winter,approved
3534,4, Graduate, Yes,6300000,23900000,6,899,-100000,11400000,20600000,6700000,3.731532,4.376772,Winter,approved
3535,0, Graduate, No,2500000,8900000,2,662,4000000,2100000,9700000,3000000,5.6270304,1.5735134,Summer,approved
3536,2, Not Graduate, Yes,4800000,16500000,10,350,2000000,6500000,11400000,2900000,5.990045,0.62307906,Summer,rejected
3537,0, Not Graduate, Yes,5100000,14500000,14,559,11000000,1100000,12300000,6000000,5.026887,1.34254,Summer,approved
3538,3, Graduate, No,2800000,9400000,10,519,7000000,3500000,7700000,1500000,6.2983317,3.4956777,Winter,rejected
3539,4, Not Graduate, Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000,2.8034475,2.1319807,Spring,approved
3540,3, Graduate, No,4900000,12800000,14,653,7300000,1000000,13000000,7200000,6.6640787,2.6365993,Winter,approved
3541,2, Not Graduate, No,8100000,24800000,6,307,200000,4000000,31100000,10500000,5.2094574,2.732954,Summer,rejected
3542,3, Graduate, No,2100000,8200000,6,754,900000,2900000,4900000,1000000,8.760313,2.4833047,Winter,approved
3543,4, Not Graduate, No,1600000,6200000,18,554,3200000,800000,5500000,1100000,3.5630598,0.82034296,Spring,approved
3544,1, Not Graduate, No,7100000,17000000,6,754,1100000,500000,27000000,6800000,4.6024256,1.8586742,Summer,approved
3545,4, Graduate, Yes,1100000,4400000,6,515,1000000,700000,4300000,1500000,4.189165,3.4274309,Fall,rejected
3546,1, Not Graduate, No,8800000,22200000,18,794,8400000,11900000,21000000,10500000,3.9444866,2.4606593,Spring,approved
3547,2, Not Graduate, Yes,2000000,6700000,14,638,4900000,200000,4900000,2300000,4.406599,1.9315978,Summer,approved
3548,1, Graduate, Yes,5200000,19500000,12,778,5200000,4300000,19900000,5800000,6.86584,0.89944386,Winter,approved
3549,2, Graduate, Yes,3400000,10300000,4,745,4900000,4000000,10000000,3900000,4.2369876,2.1728501,Summer,approved
3550,1, Graduate, Yes,4900000,19100000,14,677,5400000,9100000,17700000,6500000,6.142446,1.4327034,Winter,approved
3551,1, Graduate, Yes,9800000,21200000,4,885,18000000,16400000,37300000,10800000,3.5169172,1.7459817,Spring,approved
3552,0, Graduate, No,2200000,6400000,4,854,900000,1600000,6500000,1300000,4.9985785,2.1207082,Summer,approved
3553,4, Not Graduate, Yes,7600000,20000000,18,691,5000000,8700000,23400000,11200000,4.418766,3.3161032,Fall,approved
3554,3, Not Graduate, Yes,1000000,3700000,8,725,3000000,1300000,4000000,1300000,6.519679,2.4342005,Winter,approved
3555,4, Graduate, Yes,5000000,19600000,18,611,13400000,4400000,14400000,4600000,3.4442263,2.71391,Spring,approved
3556,0, Not Graduate, Yes,2800000,6300000,12,647,4100000,0,8700000,2300000,5.3583956,1.8388678,Summer,approved
3557,1, Not Graduate, Yes,2400000,9300000,20,543,700000,800000,5000000,3400000,5.402608,4.1735997,Winter,rejected
3558,4, Not Graduate, Yes,2600000,8500000,4,392,5500000,100000,8800000,2900000,4.6221642,3.5476818,Fall,approved
3559,5, Not Graduate, No,700000,1400000,4,344,1500000,800000,2600000,300000,7.36887,2.2242162,Winter,rejected
3560,2, Not Graduate, No,1600000,5100000,6,784,1400000,2400000,4500000,1400000,4.906451,2.4279172,Summer,approved
3561,5, Not Graduate, No,2700000,5600000,2,815,1100000,2000000,7100000,2600000,4.960346,2.7482517,Summer,approved
3562,5, Graduate, Yes,7000000,26200000,12,896,13100000,6600000,23600000,5700000,4.6271553,3.722676,Fall,approved
3563,5, Graduate, Yes,700000,2100000,14,863,100000,1200000,2700000,600000,2.7875094,2.6492782,Spring,approved
3564,4, Graduate, No,7200000,16900000,4,702,15900000,7100000,22000000,9600000,3.8708086,2.9866166,Spring,approved
3565,3, Not Graduate, Yes,6000000,18700000,18,783,2800000,8500000,20300000,8800000,4.6752872,0.3005996,Summer,approved
3566,1, Not Graduate, Yes,800000,2200000,4,852,900000,200000,2200000,1000000,5.3500004,2.8813288,Summer,approved
3567,3, Graduate, Yes,3400000,8500000,6,584,4200000,4700000,6800000,3700000,6.653138,2.8617449,Winter,approved
3568,3, Not Graduate, Yes,8600000,32000000,4,497,11400000,3300000,18600000,4900000,5.5716166,0.897772,Summer,approved
3569,5, Not Graduate, Yes,3800000,9100000,18,654,9000000,4000000,10200000,3000000,7.403863,3.7215161,Winter,approved
3570,5, Graduate, No,2900000,9800000,12,588,5900000,2300000,6800000,2900000,4.4664845,3.4288087,Fall,approved
3571,3, Graduate, No,3900000,9800000,6,604,10900000,7300000,7700000,3300000,6.497007,2.922176,Winter,approved
3572,0, Not Graduate, Yes,2300000,6000000,16,756,2900000,2100000,7500000,1200000,3.294668,2.7749794,Spring,approved
3573,5, Graduate, No,2700000,7600000,8,746,900000,2200000,7200000,3400000,5.893206,2.94569,Summer,approved
3574,2, Graduate, Yes,5600000,15800000,16,748,10300000,100000,21700000,6300000,6.402399,3.5033662,Winter,approved
3575,2, Graduate, No,4600000,15000000,4,817,7200000,2400000,13000000,6600000,5.849346,2.6879272,Summer,approved
3576,1, Graduate, Yes,9600000,34500000,2,795,9500000,900000,32000000,9300000,4.096011,1.5835867,Summer,approved
3577,5, Not Graduate, No,6700000,23200000,18,672,1600000,6700000,20800000,5400000,3.2921183,2.2563827,Spring,approved
3578,0, Not Graduate, Yes,7200000,20700000,10,733,15600000,12000000,19200000,9900000,4.5097547,2.1534078,Summer,approved
3579,5, Not Graduate, No,6100000,23600000,4,725,17400000,5100000,15600000,4800000,6.4978395,3.4502354,Winter,approved
3580,2, Graduate, Yes,4900000,12000000,20,513,14200000,8100000,18300000,4800000,6.8107843,2.5249445,Winter,rejected
3581,5, Graduate, Yes,2700000,10400000,2,723,2800000,700000,10300000,1400000,6.4671416,0,Winter,approved
3582,2, Graduate, Yes,7800000,28900000,14,646,1800000,1800000,17700000,11000000,5.542572,3.291634,Fall,approved
3583,2, Graduate, No,2400000,7700000,6,719,6000000,1700000,6700000,1600000,6.8324733,1.298792,Winter,approved
3584,1, Graduate, No,4700000,11700000,6,308,11800000,1100000,15100000,3700000,3.7370622,4.6006,Winter,rejected
3585,3, Not Graduate, No,1900000,7400000,18,592,2300000,3000000,6000000,1800000,5.2487655,2.088684,Summer,approved
3586,0, Graduate, No,7500000,25100000,14,877,21000000,11400000,16900000,10700000,4.7371783,5,Winter,approved
3587,0, Graduate, No,4300000,9900000,4,696,12400000,2100000,17000000,2100000,4.5086927,2.685079,Summer,approved
3588,4, Not Graduate, Yes,3500000,8300000,2,897,7900000,5500000,12600000,1800000,4.934453,2.8873818,Summer,approved
3589,4, Not Graduate, Yes,1500000,3200000,10,858,1500000,0,4700000,1700000,4.089353,1.9486909,Summer,approved
3590,0, Graduate, No,8800000,30900000,12,729,1700000,700000,25700000,11400000,2.3526344,3.13385,Fall,approved
3591,1, Not Graduate, No,9100000,23300000,18,792,800000,12600000,32100000,12400000,5.095846,4.0637174,Winter,approved
3592,4, Not Graduate, Yes,400000,1100000,6,644,1000000,300000,1600000,400000,5.917613,1.441451,Summer,approved
3593,0, Not Graduate, No,4800000,18800000,16,551,7900000,9400000,17300000,5500000,4.0509677,1.9975152,Summer,approved
3594,4, Not Graduate, No,7600000,30300000,12,339,20400000,8000000,22200000,5800000,5.3974404,2.710993,Summer,rejected
3595,2, Not Graduate, No,7100000,26600000,6,727,16500000,9800000,21100000,7900000,3.3322577,3.7652283,Fall,approved
3596,0, Not Graduate, No,7900000,30800000,4,726,5000000,14600000,23800000,5500000,4.269992,2.983815,Summer,approved
3597,4, Not Graduate, No,1700000,4500000,12,821,3200000,1900000,4900000,1500000,4.5086927,2.685079,Summer,approved
3598,3, Graduate, Yes,5100000,20400000,6,754,1700000,2600000,11800000,7600000,3.7482815,2.7811515,Spring,approved
3599,1, Graduate, No,4100000,9400000,6,713,0,1000000,11100000,3100000,5.2487655,2.088684,Summer,approved
3600,5, Not Graduate, Yes,8200000,27100000,4,643,15400000,7700000,21300000,4100000,3.813276,3.224105,Fall,approved
3601,1, Graduate, No,2500000,7600000,20,888,7400000,4200000,6400000,1900000,4.133762,1.7574494,Summer,approved
3602,2, Graduate, Yes,2700000,9600000,14,554,5800000,200000,10200000,1900000,5.3825107,1.418642,Summer,approved
3603,3, Graduate, Yes,9600000,34200000,2,745,2500000,2000000,33000000,6700000,6.1383033,1.8780881,Winter,approved
3604,2, Not Graduate, No,7700000,27300000,16,758,7300000,4600000,24800000,9100000,4.0631742,3.9903123,Fall,approved
3605,2, Graduate, Yes,7800000,22100000,6,533,11900000,2500000,19300000,10800000,9.705824,2.309052,Winter,rejected
3606,2, Not Graduate, No,6300000,18600000,14,872,9900000,11900000,16100000,7500000,5.9230022,2.8928921,Summer,approved
3607,1, Graduate, No,300000,1200000,18,747,100000,0,700000,200000,3.133951,3.1238987,Fall,rejected
3608,4, Not Graduate, No,4900000,11400000,8,470,12000000,7500000,14700000,4800000,3.9300325,1.1525066,Spring,rejected
3609,3, Not Graduate, Yes,3600000,9500000,16,748,7700000,2400000,9700000,2600000,4.5927057,3.343473,Fall,approved
3610,2, Not Graduate, Yes,4600000,16000000,4,720,0,4000000,12300000,4200000,6.7928214,1.8385555,Winter,approved
3611,4, Not Graduate, Yes,9800000,21200000,20,355,22000000,8900000,31800000,14400000,5.0958695,4.1976047,Winter,rejected
3612,1, Graduate, Yes,3200000,11800000,16,848,5500000,3200000,7500000,2300000,3.7863073,3.5211308,Fall,approved
3613,1, Not Graduate, No,8500000,32900000,10,570,5100000,6200000,20500000,5500000,5.8747897,3.4796872,Fall,approved
3614,5, Graduate, No,6800000,19300000,6,865,12100000,100000,22900000,9000000,6.2577496,2.564816,Winter,approved
3615,5, Graduate, No,8100000,25300000,8,796,15900000,12600000,21500000,7800000,4.9326024,0.4096026,Summer,approved
3616,0, Not Graduate, No,6000000,13100000,6,385,16600000,7600000,22000000,7400000,7.1140347,1.7816327,Winter,rejected
3617,0, Graduate, No,6800000,21700000,20,730,17500000,1300000,18600000,3600000,3.4145792,0.97337,Spring,approved
3618,3, Not Graduate, Yes,8100000,23300000,20,657,15700000,2900000,28100000,6200000,5.835212,0.7880556,Summer,approved
3619,3, Graduate, No,3500000,8500000,18,609,7300000,0,12700000,2500000,5.5314727,2.3178759,Summer,approved
3620,3, Graduate, No,8400000,31100000,18,599,20600000,14100000,20500000,8500000,4.782628,2.5133314,Summer,approved
3621,4, Graduate, Yes,6900000,19000000,14,330,9300000,7100000,18800000,8400000,5.588102,2.8195589,Summer,rejected
3622,5, Not Graduate, Yes,3300000,7800000,8,310,3000000,3900000,8300000,4200000,5.670609,2.6821187,Summer,rejected
3623,5, Graduate, Yes,200000,400000,18,822,200000,300000,600000,300000,4.206908,2.3295548,Summer,approved
3624,5, Graduate, No,2800000,7200000,16,424,900000,5000000,6100000,3200000,4.2494335,3.014085,Fall,rejected
3625,5, Graduate, Yes,2300000,5600000,8,642,2600000,1900000,8600000,2500000,5.166877,2.037448,Summer,approved
3626,5, Not Graduate, No,9800000,26600000,12,664,5200000,2900000,22500000,14100000,7.2930894,2.982153,Winter,approved
3627,4, Graduate, Yes,1500000,5800000,2,304,2400000,1600000,3300000,1400000,5.569843,1.8180543,Summer,approved
3628,2, Graduate, No,7600000,24800000,12,564,14000000,6200000,24700000,6700000,5.131644,2.6648319,Summer,approved
3629,5, Not Graduate, Yes,9400000,26600000,20,771,10200000,12600000,36900000,11700000,6.4644423,3.8188355,Winter,approved
3630,5, Graduate, No,7300000,26200000,10,751,1400000,12200000,26700000,10400000,5.166877,2.037448,Summer,approved
3631,0, Not Graduate, No,5700000,15600000,16,742,700000,5800000,11400000,6800000,3.511232,4.115124,Winter,approved
3632,2, Graduate, No,5500000,19000000,4,597,1100000,4000000,18700000,5300000,3.9600983,3.7023444,Fall,approved
3633,3, Graduate, No,4600000,17800000,20,716,12600000,2600000,10800000,4500000,7.405746,3.42625,Winter,approved
3634,0, Not Graduate, Yes,2100000,8300000,20,765,-100000,3600000,7700000,2100000,5.9348583,2.6362348,Summer,approved
3635,4, Not Graduate, Yes,8000000,31500000,16,763,14900000,8800000,17600000,8900000,7.0731573,1.5757064,Winter,approved
3636,2, Not Graduate, No,2300000,5000000,8,884,1400000,1700000,6100000,1500000,2.5151005,0.45941567,Spring,approved
3637,1, Not Graduate, No,5100000,20000000,4,506,7900000,8900000,20300000,6700000,5.535071,1.1177156,Summer,approved
3638,1, Graduate, Yes,900000,3600000,14,713,1300000,1000000,1800000,1200000,1.2762836,3.5165422,Fall,approved
3639,2, Graduate, Yes,8500000,31800000,6,714,17000000,900000,26600000,5600000,4.143912,0.88576657,Summer,approved
3640,1, Graduate, No,7100000,26000000,16,727,4300000,9500000,18900000,8900000,4.5470843,2.0309198,Summer,approved
3641,1, Graduate, Yes,5900000,16700000,16,308,5800000,8800000,19100000,5300000,4.821173,5,Winter,rejected
3642,5, Not Graduate, No,6300000,14800000,6,608,16100000,10500000,21800000,5400000,5.1170278,5,Winter,approved
3643,5, Graduate, No,6500000,24800000,8,779,7000000,9600000,15700000,8800000,5.844835,2.1336799,Summer,approved
3644,4, Not Graduate, No,3300000,7000000,20,504,8200000,3200000,7300000,2500000,5.1974063,4.1923747,Winter,rejected
3645,1, Graduate, Yes,7100000,15200000,8,389,5900000,900000,24300000,5900000,4.310736,2.208644,Summer,rejected
3646,4, Graduate, Yes,5100000,14000000,12,459,9800000,0,10400000,6800000,5.1438055,2.4139132,Summer,rejected
3647,2, Graduate, Yes,3600000,9200000,18,700,4400000,1800000,10700000,3500000,8.921565,2.4233313,Winter,approved
3648,1, Graduate, No,2200000,8700000,12,613,500000,1800000,5700000,2400000,5.623842,1.5319071,Summer,approved
3649,3, Graduate, Yes,1400000,5400000,20,304,1700000,1300000,2900000,800000,3.7713385,2.6207812,Spring,rejected
3650,1, Graduate, Yes,4200000,11300000,4,704,4700000,2800000,14900000,4000000,6.616444,2.530957,Winter,approved
3651,1, Not Graduate, Yes,9000000,34000000,16,842,6300000,16900000,22900000,5800000,3.6360664,5,Winter,approved
3652,3, Not Graduate, No,2400000,8600000,8,684,3400000,2400000,6200000,1600000,4.0470953,1.4176221,Summer,approved
3653,1, Graduate, Yes,3500000,7200000,2,865,4100000,3200000,11900000,4200000,6.189494,3.7176683,Winter,approved
3654,4, Graduate, No,6700000,16000000,4,791,0,13000000,20700000,5200000,3.654425,3.8181899,Fall,approved
3655,1, Not Graduate, No,7900000,29300000,2,771,17600000,12800000,20400000,4000000,5.2614303,2.0316122,Summer,approved
3656,5, Graduate, No,2900000,9800000,12,588,5900000,2300000,6800000,2900000,2.5984533,1.5108663,Spring,approved
3657,3, Not Graduate, Yes,9900000,36500000,16,562,17300000,18500000,22300000,9800000,5.216277,3.0246196,Fall,approved
3658,0, Graduate, Yes,7600000,18100000,16,439,12800000,5900000,29800000,10600000,7.638554,2.9267845,Winter,rejected
3659,1, Not Graduate, No,7100000,23500000,12,768,6400000,12100000,22400000,7300000,3.8653111,2.8505728,Spring,approved
3660,4, Not Graduate, No,8600000,17400000,2,787,11700000,10600000,18400000,10600000,6.751671,2.362181,Winter,approved
3661,1, Not Graduate, Yes,3500000,7400000,16,867,500000,6600000,9500000,2100000,7.57553,2.976918,Winter,approved
3662,5, Graduate, Yes,9000000,31400000,2,677,12000000,10800000,20700000,8700000,4.3827724,1.603441,Summer,approved
3663,3, Not Graduate, No,5100000,11000000,16,826,11800000,2900000,12900000,2700000,2.4651096,2.3335657,Spring,approved
3664,4, Not Graduate, No,3500000,9500000,2,655,9900000,6600000,9400000,3100000,5.5720854,2.9909167,Summer,approved
3665,2, Not Graduate, No,400000,1500000,4,743,700000,500000,1200000,300000,6.307978,1.5942059,Winter,approved
3666,3, Not Graduate, No,6300000,23800000,10,760,12700000,1300000,18400000,8800000,1.5981601,2.7440703,Spring,approved
3667,3, Graduate, No,4600000,17800000,20,716,12600000,2600000,10800000,4500000,6.773458,1.954244,Winter,approved
3668,4, Not Graduate, No,9800000,29400000,8,592,29100000,16700000,35900000,9000000,3.355362,1.638551,Spring,approved
3669,0, Graduate, Yes,6000000,23900000,4,394,6700000,5800000,21900000,4500000,4.6586237,3.1961563,Fall,approved
3670,3, Not Graduate, No,300000,600000,6,896,300000,400000,600000,400000,4.312777,2.1344416,Summer,approved
3671,3, Not Graduate, No,1200000,2400000,12,480,3000000,100000,3100000,1700000,7.5010247,1.5331912,Winter,rejected
3672,1, Not Graduate, Yes,9100000,32900000,2,717,2200000,2000000,23600000,5900000,5.2842836,2.853493,Summer,approved
3673,3, Graduate, No,3200000,8200000,8,311,4900000,5600000,10700000,1600000,5.860566,3.172884,Fall,rejected
3674,5, Not Graduate, No,4200000,13400000,16,545,9800000,8200000,12500000,3500000,5.6139235,3.7943747,Fall,rejected
3675,3, Not Graduate, Yes,5800000,16700000,16,735,3900000,9400000,12600000,5600000,2.9879189,3.4750104,Fall,approved
3676,3, Not Graduate, No,7400000,23400000,16,700,19300000,3000000,20700000,8900000,3.6133986,2.9057722,Spring,approved
3677,3, Graduate, No,1300000,2900000,8,733,3800000,1900000,3800000,1800000,1.935516,2.7857347,Spring,approved
3678,2, Not Graduate, Yes,3800000,15000000,14,730,10800000,2900000,10700000,3600000,3.8373952,2.2309294,Spring,approved
3679,4, Graduate, No,9300000,24900000,14,455,27600000,4700000,35100000,13900000,6.390433,3.0484002,Winter,rejected
3680,1, Graduate, Yes,7600000,29300000,14,690,13900000,4000000,30000000,9100000,5.884125,1.8494861,Summer,approved
3681,3, Not Graduate, No,4500000,11700000,18,775,8700000,2800000,12700000,4500000,5.7162204,1.8206439,Summer,approved
3682,0, Graduate, Yes,4300000,14300000,14,601,3800000,900000,16700000,5700000,3.8138309,2.2529018,Spring,approved
3683,0, Graduate, Yes,5400000,12900000,16,355,11200000,3100000,18200000,7400000,3.279959,0,Spring,rejected
3684,1, Not Graduate, No,7200000,28100000,14,767,10000000,10400000,27500000,4000000,6.6449013,0,Winter,approved
3685,3, Graduate, Yes,4000000,8300000,8,531,3700000,7400000,15200000,5900000,2.9976244,2.5289917,Spring,rejected
3686,2, Not Graduate, Yes,8200000,27800000,16,827,11500000,8700000,26000000,10700000,3.5647585,2.118057,Spring,approved
3687,3, Graduate, No,7900000,18300000,10,731,4200000,3400000,22200000,8400000,6.307978,1.5942059,Winter,approved
3688,3, Graduate, Yes,6900000,16400000,4,787,11100000,6100000,26400000,3800000,5.4027667,3.4643264,Fall,approved
3689,4, Not Graduate, Yes,3800000,8200000,4,309,10900000,3900000,10200000,3300000,3.2252202,3.4956877,Fall,rejected
3690,4, Not Graduate, No,1300000,4100000,18,886,2800000,500000,3800000,600000,4.540849,0.4054665,Summer,approved
